Recognized ABC Sieve file:
ABC File
Switching to Exponentiating using GMP
(394^9627+1)^2-2 is composite: RES64: [F15DB94AD02CFC25] (282.1360s+0.2986s)
(394^9632+1)^2-2 is composite: RES64: [804607FC26151FDC] (280.4480s+0.1443s)
(394^9633+1)^2-2 is composite: RES64: [FEC4295E68B6576C] (284.5061s+0.1020s)
(394^9652-1)^2-2 is composite: RES64: [9BBB3026DA2C1BF8] (281.1859s+0.6248s)
(394^9654+1)^2-2 is composite: RES64: [10CB4ABD7CF427E6] (285.4823s+0.2969s)
(394^9657-1)^2-2 is composite: RES64: [105C46E92D0B5DBE] (286.5774s+0.3123s)
(394^9660-1)^2-2 is composite: RES64: [6C58AD41C9D255E5] (283.3735s+0.4842s)
(394^9668+1)^2-2 is composite: RES64: [1C0F860BF1E62416] (291.2452s+0.1903s)
(394^9671+1)^2-2 is composite: RES64: [2FE6BEA2DA17289A] (294.4532s+0.3748s)
(394^9672-1)^2-2 is composite: RES64: [E6B160332591B267] (287.2022s+0.3123s)
(394^9675+1)^2-2 is composite: RES64: [8D0D93507352AD2E] (288.7172s+0.3124s)
(394^9681+1)^2-2 is composite: RES64: [9CF7D1EC4B93A3BA] (286.4367s+0.8435s)
(394^9695+1)^2-2 is composite: RES64: [776E1C4AE9D31987] (288.0460s+0.5310s)
(394^9696-1)^2-2 is composite: RES64: [7E361D0A85A74AC4] (286.5917s+0.3127s)
(394^9708-1)^2-2 is composite: RES64: [A021DA30B02C1779] (289.6491s+0.3346s)
(394^9718-1)^2-2 is composite: RES64: [1DD4988906107799] (283.8999s+0.6766s)
(394^9720-1)^2-2 is composite: RES64: [C14855770C700783] (285.9825s+0.1563s)
(394^9723+1)^2-2 is composite: RES64: [18CC126A95F50CFD] (286.4159s+0.4684s)
(394^9756-1)^2-2 is composite: RES64: [68A9E672118BACAA] (288.2646s+0.2550s)
(394^9760-1)^2-2 is composite: RES64: [D49A74093C64F087] (289.0911s+0.4688s)
(394^9772-1)^2-2 is composite: RES64: [4552415BEF148EAE] (300.8406s+0.6407s)
(394^9773+1)^2-2 is composite: RES64: [56F6F9608BA34AA8] (290.1033s+0.5989s)
(394^9774+1)^2-2 is composite: RES64: [1BFFBB929F6EF8C8] (284.3729s+0.4063s)
(394^9783-1)^2-2 is composite: RES64: [3D8A00A0218DD12D] (287.9212s+0.3279s)
(394^9791+1)^2-2 is composite: RES64: [D3F7A520AD70960C] (292.3433s+0.3279s)
(394^9792-1)^2-2 is composite: RES64: [F39255E3D169268D] (293.2933s+0.4241s)
(394^9793-1)^2-2 is composite: RES64: [5B3EFFCC9C7B6992] (283.3898s+0.2031s)
(394^9810+1)^2-2 is composite: RES64: [BCBA2D18D41E8C4E] (290.6715s+0.3432s)
(394^9810-1)^2-2 is composite: RES64: [D6D96CA7FA2FFCEA] (289.0617s+0.2966s)
(394^9817-1)^2-2 is composite: RES64: [C28331A8EE1DA9B8] (289.8368s+0.1461s)
(394^9821+1)^2-2 is composite: RES64: [496D09452EDE859A] (293.0653s+0.4657s)
(394^9822-1)^2-2 is composite: RES64: [A7726E69F039CD79] (295.5936s+0.3124s)
(394^9823-1)^2-2 is composite: RES64: [2C9A32B974C13F97] (299.9314s+0.3645s)
(394^9828-1)^2-2 is composite: RES64: [AF0D9F89742AA585] (319.0185s+0.3274s)
(394^9840+1)^2-2 is composite: RES64: [8C908EF7C6994A1D] (288.7649s+0.3276s)
(394^9843-1)^2-2 is composite: RES64: [7030F69198CFEB06] (293.5296s+0.2349s)
(394^9850-1)^2-2 is composite: RES64: [68D907B8D4AD7342] (290.7567s+0.0708s)
(394^9852-1)^2-2 is composite: RES64: [8434390E630640C6] (287.8431s+1.0936s)
(394^9855+1)^2-2 is composite: RES64: [76B4EC518779241F] (285.9043s+0.4842s)
(394^9855-1)^2-2 is composite: RES64: [24AC720A44876941] (288.8560s+0.2838s)
(394^9880-1)^2-2 is composite: RES64: [25352713ED5C8B93] (298.0154s+0.4534s)
(394^9882-1)^2-2 is composite: RES64: [FF34C3CA4E56CFBF] (286.5450s+0.3436s)
(394^9887+1)^2-2 is composite: RES64: [ACCC072B056F6B5B] (301.0012s+0.1717s)
(394^9888+1)^2-2 is composite: RES64: [5AD63B9018A7748D] (289.5491s+0.3118s)
(394^9888-1)^2-2 is composite: RES64: [9E672661A83D7934] (295.6405s+0.3096s)
(394^9898-1)^2-2 is composite: RES64: [1C10874C8CC17954] (297.4379s+0.1561s)
(394^9908+1)^2-2 is composite: RES64: [FD65FE80F86F5F61] (294.7538s+0.2809s)
(394^9912-1)^2-2 is composite: RES64: [6702F4011F68B5F6] (301.9148s+0.8714s)
(394^9917+1)^2-2 is composite: RES64: [941D029A23C6B70D] (295.1452s+0.3031s)
(394^9921+1)^2-2 is composite: RES64: [EC3957B32ACB897C] (290.2493s+0.2453s)
(394^9927-1)^2-2 is composite: RES64: [372E976B30C076F6] (297.6557s+0.2188s)
(394^9928-1)^2-2 is composite: RES64: [FF4217AA874D305A] (292.2811s+0.3277s)
(394^9936-1)^2-2 is composite: RES64: [EF20C3D0776FF78A] (293.5158s+0.3122s)
(394^9937-1)^2-2 is composite: RES64: [3ABB2BFE2C642867] (296.8899s+0.3276s)
(394^9945+1)^2-2 is composite: RES64: [D0E319CE9EA74FAB] (301.1881s+0.4372s)
(394^9957-1)^2-2 is composite: RES64: [FAEE8F9DCA658589] (293.8512s+0.1174s)
(394^9966-1)^2-2 is composite: RES64: [C20B31CD5D8EFB4D] (299.8132s+0.1032s)
(394^9973-1)^2-2 is composite: RES64: [F147847F78C7099B] (296.2034s+0.3122s)
(394^9978+1)^2-2 is composite: RES64: [CE7A5E5011C6195A] (293.7341s+0.2497s)
(394^9993-1)^2-2 is composite: RES64: [10CB4E18C6ACA6A6] (299.1957s+0.5782s)
(394^10000-1)^2-2 is composite: RES64: [8496B21BD833376D] (364.9458s+0.4444s)
